school,location,gender,gpa,double_major,language_course,english_test,work_experience,job_train,license,job_preparation,father_edu,mother_edu,parent_income,major,employ
University,Non-Metro,Male,3.5,No,No,Yes,Yes,No,No,3,High School,High School,over 500,Engineering,no
University,Non-Metro,Male,3.8,No,No,Yes,No,No,Yes,3,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,3.2,No,No,No,Yes,No,No,5,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.4,Yes,No,No,Yes,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,Yes,No,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.8,No,No,No,No,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,NA,No,No,No,Yes,No,Yes,2,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.6,No,No,No,No,No,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4.4,No,Yes,No,Yes,Yes,No,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2,No,No,No,No,No,No,0,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,No,No,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,Yes,Yes,No,Yes,2,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,No,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,Yes,No,No,6,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.6,No,No,Yes,Yes,Yes,Yes,5,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,No,Yes,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,Yes,Yes,Yes,Yes,5,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,Yes,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4,Yes,No,No,Yes,Yes,Yes,8,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,Yes,Yes,Yes,3,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.4,Yes,No,Yes,No,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4,Yes,No,Yes,Yes,No,No,2,High School,High School,over 500,Engineering,yes
University,Non-Metro,Female,3,No,No,Yes,Yes,No,No,3,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.6,No,No,Yes,No,No,Yes,4,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.6,No,No,No,Yes,Yes,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Female,4.1,No,No,Yes,Yes,No,Yes,0,University,University,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,No,Yes,No,Yes,5,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.9,No,No,Yes,Yes,No,Yes,3,University,High School,over 500,Engineering,yes
University,Metro,Female,3.9,No,No,Yes,Yes,No,No,7,University,University,over 500,Engineering,yes
University,Metro,Male,2.8,No,No,No,No,No,No,1,High School,High School,under 500,Engineering,yes
University,Metro,Female,2.7,No,No,No,Yes,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.5,No,No,No,No,No,No,0,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,Yes,No,Yes,No,Yes,5,University,High School,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,Yes,Yes,No,No,4,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.1,No,No,Yes,Yes,Yes,No,3,University,High School,under 500,Engineering,yes
University,Metro,Male,3.5,No,No,No,Yes,No,Yes,3,University,University,over 500,Engineering,yes
University,Metro,Male,3.8,Yes,No,Yes,Yes,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.2,No,No,Yes,Yes,No,Yes,5,University,High School,over 500,Engineering,yes
University,Metro,Female,4,No,No,No,No,No,No,4,University,High School,under 500,Engineering,yes
University,Metro,Female,4,No,No,Yes,No,No,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,3,No,No,No,Yes,Yes,Yes,3,High School,High School,under 500,Engineering,no
University,Metro,Male,3,No,No,No,Yes,No,No,2,University,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,No,No,No,No,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.1,No,Yes,Yes,Yes,No,Yes,4,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,No,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,No,Yes,No,Yes,2,High School,High School,over 500,Engineering,yes
University,Non-Metro,Female,3.5,Yes,No,No,Yes,Yes,Yes,3,High School,High School,over 500,Engineering,no
University,Non-Metro,Female,3.1,No,Yes,Yes,Yes,Yes,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3,Yes,No,Yes,Yes,No,Yes,0,University,University,under 500,Engineering,no
University,Non-Metro,Female,3.4,No,No,Yes,Yes,No,No,0,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,No,No,No,No,0,University,High School,under 500,Engineering,yes
University,Metro,Male,3.9,No,No,Yes,Yes,No,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.9,No,No,Yes,Yes,No,No,2,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,No,No,No,1,University,University,under 500,Engineering,yes
University,Metro,Male,3.6,No,Yes,Yes,No,No,No,4,University,High School,over 500,Engineering,yes
University,Metro,Male,3.5,No,No,Yes,No,No,No,3,University,University,over 500,Engineering,no
University,Metro,Male,3.6,Yes,No,Yes,Yes,No,No,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,Yes,No,No,4,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.7,No,No,Yes,No,No,No,1,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3,No,No,Yes,Yes,No,Yes,6,High School,University,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,Yes,No,No,2,High School,University,under 500,Engineering,no
University,Non-Metro,Female,3.6,No,No,No,Yes,No,No,5,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,No,Yes,Yes,1,University,University,over 500,Engineering,yes
University,Non-Metro,Female,3,No,No,No,Yes,No,No,0,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.6,No,No,No,No,No,No,4,University,University,under 500,Engineering,yes
University,Metro,Female,3.8,No,No,Yes,No,No,No,3,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.7,Yes,No,Yes,Yes,No,No,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,Yes,Yes,No,3,University,High School,under 500,Engineering,yes
University,Metro,Female,2.3,No,No,No,Yes,Yes,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,No,Yes,No,No,No,2,University,High School,under 500,Engineering,no
University,Metro,Female,3.8,No,No,No,No,Yes,Yes,6,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.6,No,No,No,Yes,Yes,No,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,No,No,No,No,Yes,0,University,High School,under 500,Engineering,yes
University,Metro,Male,3.9,No,No,No,No,No,Yes,5,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.8,No,No,No,Yes,No,No,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.5,No,No,No,Yes,No,Yes,0,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,No,No,5,University,University,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,No,Yes,Yes,No,7,High School,High School,over 500,Engineering,yes
University,Non-Metro,Female,4,No,No,No,No,No,No,1,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,Yes,Yes,Yes,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4,No,No,No,Yes,No,No,6,University,High School,over 500,Engineering,yes
University,Non-Metro,Female,3.6,No,No,Yes,No,No,No,5,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,Yes,No,No,No,2,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,Yes,Yes,No,No,No,2,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.2,Yes,Yes,Yes,No,No,No,1,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,Yes,No,No,0,High School,High School,over 500,Engineering,no
University,Non-Metro,Male,4,Yes,No,Yes,Yes,No,No,0,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,No,No,Yes,6,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3,No,No,No,Yes,Yes,Yes,2,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.1,No,No,No,No,No,No,3,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,No,No,No,1,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,3.6,No,No,No,Yes,No,Yes,1,University,High School,under 500,Engineering,yes
University,Metro,Female,3.5,No,Yes,Yes,Yes,Yes,No,2,University,University,over 500,Engineering,yes
University,Metro,Male,3.7,No,No,Yes,Yes,No,No,0,University,High School,under 500,Engineering,yes
University,Metro,Male,3.3,No,No,Yes,Yes,No,No,4,High School,High School,under 500,Engineering,no
University,Metro,Male,3.7,No,Yes,No,No,Yes,No,8,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,4,No,No,Yes,Yes,No,No,1,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,4,No,No,No,No,No,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,4.2,No,No,Yes,Yes,Yes,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,Yes,Yes,Yes,No,No,0,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,Yes,Yes,Yes,No,No,2,University,High School,under 500,Engineering,no
University,Non-Metro,Male,3.3,No,No,Yes,No,No,No,0,University,University,under 500,Engineering,yes
University,Non-Metro,Male,4.3,No,No,No,No,No,No,4,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.8,Yes,No,Yes,No,No,Yes,5,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.1,No,No,Yes,Yes,No,No,4,University,High School,over 500,Engineering,yes
University,Metro,Male,3.1,No,No,No,Yes,No,Yes,0,High School,High School,over 500,Engineering,yes
University,Metro,Male,3,No,Yes,No,No,No,Yes,3,High School,High School,over 500,Engineering,yes
University,Metro,Female,3.6,No,No,Yes,Yes,No,Yes,1,University,University,under 500,Engineering,yes
University,Metro,Female,3.5,No,No,Yes,Yes,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.8,No,No,No,No,No,Yes,1,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.7,No,No,No,Yes,Yes,No,4,University,High School,under 500,Engineering,yes
University,Metro,Female,3.2,No,No,Yes,Yes,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,4,No,No,Yes,Yes,Yes,No,3,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,No,No,No,3,University,University,under 500,Engineering,yes
University,Metro,Male,3.8,No,No,No,Yes,No,No,3,University,University,over 500,Engineering,yes
University,Metro,Female,3.3,No,No,Yes,Yes,No,No,0,University,University,under 500,Engineering,yes
University,Metro,Female,3.3,No,No,Yes,No,No,No,4,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.5,No,No,No,No,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,Yes,Yes,Yes,5,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.8,No,No,Yes,Yes,Yes,No,2,University,High School,under 500,Engineering,yes
University,Metro,Female,3.2,Yes,No,No,Yes,Yes,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,Yes,No,No,No,5,High School,High School,under 500,Engineering,yes
University,Metro,Male,2.9,No,No,No,No,Yes,No,1,University,High School,under 500,Engineering,no
University,Metro,Female,2.8,No,No,No,No,No,No,0,High School,High School,over 500,Engineering,no
University,Metro,Male,3.2,No,No,No,Yes,No,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.8,No,No,No,No,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,Yes,Yes,Yes,Yes,Yes,0,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.1,No,No,No,No,No,Yes,4,High School,High School,under 500,Engineering,no
University,Metro,Female,3.9,No,No,No,Yes,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,Yes,No,No,1,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,Yes,No,Yes,0,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,Yes,No,No,1,University,University,over 500,Engineering,yes
University,Non-Metro,Female,3,No,No,No,Yes,No,Yes,2,High School,High School,over 500,Engineering,no
University,Non-Metro,Female,3.4,No,No,Yes,Yes,No,No,3,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,Yes,No,Yes,Yes,No,3,University,University,under 500,Engineering,yes
University,Non-Metro,Female,3.2,No,No,No,Yes,Yes,No,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,No,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,No,No,Yes,7,High School,University,under 500,Engineering,no
University,Non-Metro,Male,3.5,No,No,No,Yes,No,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.4,No,No,No,Yes,Yes,Yes,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,Yes,Yes,Yes,No,3,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,Yes,Yes,No,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4.1,No,No,No,No,No,No,2,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,No,No,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.4,No,No,Yes,No,Yes,Yes,4,University,University,under 500,Engineering,yes
University,Non-Metro,Female,3.2,No,No,No,No,No,No,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,Yes,Yes,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,Yes,No,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,Yes,No,No,No,Yes,1,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,No,No,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3,No,No,No,Yes,No,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,4.1,Yes,No,Yes,Yes,Yes,Yes,6,High School,High School,over 500,Engineering,yes
University,Metro,Male,4,No,No,No,Yes,Yes,No,4,University,University,under 500,Engineering,yes
University,Metro,Male,3,No,No,No,Yes,Yes,No,5,University,University,under 500,Engineering,yes
University,Metro,Male,4,No,No,Yes,No,Yes,Yes,0,University,University,over 500,Engineering,yes
University,Metro,Female,3.7,No,No,No,Yes,Yes,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,No,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.8,No,No,Yes,No,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.1,No,No,No,Yes,Yes,Yes,6,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.6,No,No,No,Yes,No,Yes,0,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,4.1,No,Yes,No,No,Yes,Yes,2,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,No,No,No,No,4,University,High School,under 500,Engineering,no
University,Metro,Female,3.8,No,No,Yes,Yes,Yes,Yes,4,University,University,over 500,Engineering,yes
University,Metro,Male,3.8,No,No,No,No,No,No,1,University,High School,under 500,Engineering,yes
University,Metro,Male,4.3,No,No,Yes,No,No,No,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,Yes,Yes,No,Yes,4,University,University,under 500,Engineering,yes
University,Metro,Male,3.5,No,No,No,Yes,Yes,Yes,3,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.5,Yes,No,No,Yes,No,Yes,4,High School,High School,under 500,Engineering,yes
University,Metro,Female,2.7,No,No,Yes,Yes,No,Yes,4,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.2,No,No,No,Yes,No,No,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.3,No,No,Yes,Yes,No,No,5,University,High School,over 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,Yes,Yes,Yes,0,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.9,No,No,Yes,Yes,Yes,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,2.7,No,No,No,Yes,No,No,0,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.7,No,No,No,Yes,No,No,6,High School,High School,under 500,Engineering,yes
University,Metro,Male,2.9,No,No,No,Yes,Yes,Yes,1,University,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,No,No,Yes,Yes,Yes,0,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.4,No,No,Yes,Yes,No,No,1,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,No,No,Yes,0,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,Yes,Yes,No,Yes,3,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,No,Yes,No,No,0,University,University,over 500,Engineering,yes
University,Non-Metro,Female,3.5,No,No,Yes,No,Yes,Yes,3,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,No,Yes,Yes,Yes,3,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,No,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,Yes,No,6,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.1,No,No,No,No,No,Yes,2,University,High School,under 500,Engineering,no
University,Non-Metro,Male,3.6,No,No,Yes,Yes,No,Yes,3,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.4,No,No,No,Yes,No,No,3,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,4.3,No,No,No,Yes,Yes,Yes,4,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.7,No,No,No,Yes,No,Yes,0,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,No,Yes,No,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,No,Yes,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.8,No,No,No,Yes,Yes,No,4,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,4,No,No,No,No,No,No,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,No,Yes,No,No,1,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,Yes,Yes,Yes,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,No,No,No,No,0,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.2,Yes,Yes,Yes,No,No,Yes,2,University,University,over 500,Engineering,yes
University,Non-Metro,Female,4.1,No,No,Yes,Yes,No,Yes,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.5,No,No,No,Yes,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,2.9,No,No,No,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,No,Yes,No,1,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.2,No,No,No,Yes,No,Yes,3,University,High School,over 500,Engineering,yes
University,Metro,Male,3.5,No,No,No,Yes,No,No,2,University,University,under 500,Engineering,yes
University,Metro,Male,3.7,No,No,Yes,Yes,No,Yes,1,High School,High School,under 500,Engineering,yes
University,Metro,Male,4.1,No,No,Yes,Yes,No,No,1,University,High School,over 500,Engineering,yes
University,Metro,Female,3.5,No,No,Yes,Yes,No,No,2,University,High School,over 500,Engineering,yes
University,Metro,Male,3.5,No,Yes,Yes,No,Yes,Yes,4,High School,High School,under 500,Engineering,yes
University,Metro,Female,4.4,No,No,Yes,Yes,Yes,Yes,0,University,University,under 500,Engineering,yes
University,Metro,Male,4.1,Yes,No,No,No,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,Yes,No,No,8,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,2.9,No,Yes,Yes,Yes,Yes,No,6,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,Yes,Yes,No,Yes,0,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,3.8,No,No,Yes,Yes,No,Yes,6,University,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.3,No,Yes,Yes,No,No,No,0,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.1,No,No,No,No,No,Yes,1,University,University,over 500,Engineering,yes
University,Metro,Female,4.1,No,No,No,Yes,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.6,No,No,Yes,No,Yes,No,3,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.9,No,No,Yes,Yes,No,Yes,3,University,High School,under 500,Engineering,yes
University,Metro,Male,3.4,No,No,Yes,Yes,Yes,Yes,5,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.5,No,No,Yes,No,No,Yes,0,University,High School,over 500,Engineering,yes
University,Metro,Male,3.7,No,No,No,No,No,No,4,University,High School,under 500,Engineering,yes
University,Metro,Female,3.5,No,No,Yes,Yes,No,No,2,University,University,over 500,Engineering,yes
University,Metro,Male,3.7,No,No,No,Yes,No,No,5,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.5,No,No,Yes,Yes,Yes,Yes,6,University,High School,over 500,Engineering,yes
University,Metro,Male,4.2,Yes,No,Yes,Yes,Yes,Yes,3,High School,High School,under 500,Engineering,yes
University,Metro,Male,2.7,No,No,Yes,Yes,No,Yes,5,University,High School,over 500,Engineering,no
University,Metro,Male,3.5,No,No,No,Yes,No,No,2,University,High School,under 500,Engineering,yes
University,Metro,Male,3.3,No,Yes,Yes,No,No,No,0,University,University,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,Yes,Yes,No,Yes,7,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.2,No,No,No,Yes,No,No,7,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.7,No,No,No,No,Yes,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,Yes,No,No,2,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.7,No,No,Yes,No,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.3,No,No,Yes,Yes,No,Yes,8,University,University,over 500,Engineering,yes
University,Non-Metro,Female,4.2,No,No,Yes,No,No,No,3,University,High School,over 500,Engineering,no
University,Non-Metro,Male,2.6,No,No,No,Yes,No,No,1,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.4,No,No,No,No,No,No,0,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.4,No,No,No,No,No,Yes,1,University,University,over 500,Engineering,yes
University,Non-Metro,Female,3.4,No,No,Yes,Yes,Yes,No,3,High School,University,under 500,Engineering,no
University,Non-Metro,Female,3.2,No,No,Yes,Yes,Yes,Yes,3,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,No,Yes,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.5,No,No,Yes,Yes,Yes,No,8,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,Yes,No,No,No,0,High School,High School,over 500,Engineering,yes
University,Non-Metro,Male,4,Yes,No,Yes,Yes,No,No,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4.2,Yes,No,Yes,No,No,No,1,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,No,Yes,4,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.3,No,No,No,No,No,No,3,University,University,over 500,Engineering,yes
University,Metro,Female,3.1,No,No,No,Yes,No,No,5,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.5,No,Yes,Yes,Yes,Yes,No,4,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4,No,No,Yes,Yes,No,Yes,7,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,4.3,No,No,No,No,No,Yes,5,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,Yes,Yes,Yes,No,Yes,8,University,University,over 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,Yes,No,Yes,4,High School,High School,over 500,Engineering,no
University,Non-Metro,Male,3.5,No,Yes,Yes,No,No,No,0,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,No,Yes,Yes,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.7,No,No,Yes,Yes,Yes,Yes,4,High School,High School,under 500,Engineering,no
University,Non-Metro,Male,4,No,No,No,Yes,No,No,5,University,High School,over 500,Engineering,yes
University,Metro,Female,4,No,No,No,Yes,No,Yes,1,High School,High School,over 500,Engineering,yes
University,Metro,Male,3.8,No,No,No,Yes,No,Yes,0,University,University,under 500,Engineering,yes
University,Non-Metro,Female,3.2,No,No,No,No,No,No,2,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.5,No,No,No,No,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3,No,No,No,Yes,No,Yes,0,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,4.3,No,No,Yes,Yes,No,Yes,8,University,High School,under 500,Engineering,yes
University,Non-Metro,Male,2.9,No,No,No,Yes,No,No,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Male,3.9,No,No,Yes,Yes,No,Yes,3,High School,High School,under 500,Engineering,yes
University,Non-Metro,Female,4,Yes,No,No,Yes,No,No,1,University,High School,under 500,Engineering,yes
University,Non-Metro,Female,3.5,No,No,No,No,Yes,No,1,University,University,over 500,Engineering,yes
University,Metro,Male,3.2,No,No,Yes,Yes,No,Yes,2,High School,High School,under 500,Engineering,yes
University,Metro,Male,3.5,Yes,No,Yes,Yes,No,No,2,University,University,under 500,Engineering,yes
University,Metro,Female,3.5,No,No,Yes,Yes,Yes,No,8,High School,High School,under 500,Engineering,yes
University,Metro,Female,3.5,No,No,No,Yes,No,No,4,High School,High School,under 500,Engineering,no
University,Metro,Female,3.6,No,No,No,Yes,No,No,3,University,University,under 500,Engineering,yes
